final_exam,ga1,ga2,homework,CalculatedNumericResult,EndResult,Passed,origin,sex,croho,double_major,type_vooropleiding,ECTS,GPA,total_attended_labsessions,course_repeater,active_minutes,total_course_activities,nightly_activities,distinct_days,logged_in_weekly,nr_files_viewed,nr_distinct_files_viewed,nr_slides_viewed,nr_practice_exams_viewed
"6,7","8,4","8,3","10,0",7.7,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,6.8,1,false,4392,360,12,31,1,49,27,9,9
"6,7","8,4","9,1","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,Other,false,BUITENL_SL,60+,6.2,1,false,2008,328,16,31,1,43,25,11,4
"6,7","8,6","6,7","10,0",7.3,7.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,6.8,3,false,5179,620,20,50,1,110,33,54,15
"6,7","8,6","7,7","10,0",7.6,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,40-60,6.2,2,true,1719,332,48,25,1,42,24,4,12
"6,7","8,6","8,9","8,0",7.7,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,5,6.1,6,false,2625,392,40,28,1,62,32,13,4
"6,7","8,6","9,3","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,6.3,2,false,855,320,8,26,1,46,25,5,9
"6,7","8,7","7,9","10,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,6.8,4,false,4061,268,16,31,1,29,23,7,2
"6,7","8,7","9,0","10,0",7.9,8.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,6.7,4,false,4941,428,16,39,1,61,32,21,8
"6,7","8,8","5,6","10,0",7.1,7.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,5,6.3,0,false,855,276,8,20,1,41,20,5,10
"6,7","8,8","8,0","10,0",7.7,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.1,4,false,5264,580,56,47,1,95,36,33,15
"6,7","8,8","8,3","10,0",7.7,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,4.2,1,false,15444,336,32,31,1,46,21,18,4
"6,7","8,9","6,5","10,0",7.3,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.1,2,false,1550,336,8,35,1,46,27,16,7
"6,7","9,0","7,4","10,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,0,6.1,2,false,1912,408,48,36,1,57,24,6,4
"6,7","9,0","8,2","10,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,7.3,5,false,3007,404,64,40,1,54,27,19,4
"6,7","9,0","9,5","10,0",8.1,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,7.3,1,false,11982,556,132,52,1,91,33,25,12
"6,7","9,1","6,5","10,0",7.3,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.4,1,false,3028,364,76,30,1,44,26,2,6
"6,7","9,2","8,8","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,10,6.6,1,false,2557,384,40,36,1,56,29,20,4
"6,7","9,3","8,0","10,0",7.7,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,2,false,1585,332,108,34,1,44,26,16,3
"6,7","9,3","8,8","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.6,3,false,1919,220,12,24,1,25,20,5,2
"6,7","9,4","8,7","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,20-40,6.3,2,false,1684,356,32,32,1,45,27,14,3
"6,7","9,4","9,4","10,0",8.1,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,4,false,8460,680,188,56,1,121,33,42,18
"6,7","9,6","8,2","10,0",7.8,8.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.5,9,false,1437,304,16,31,1,43,23,4,9
"7,1","0,0","8,5","10,0",6.7,7.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,10,6.9,7,false,4775,488,48,37,1,83,31,26,9
"7,1","4,8","7,1","10,0",7.0,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.2,2,false,3792,388,108,29,1,61,28,24,9
"7,1","5,4","4,4","10,0",6.5,6.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,5,6.0,1,false,733,228,20,20,1,19,13,1,2
"7,1","5,6","7,4","10,0",7.2,7.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,5.6,1,false,1824,448,80,40,1,69,31,22,12
"7,1","5,9","0,4","7,0",5.2,5.0,false,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,20-40,5.7,2,false,3682,428,8,28,1,69,27,21,0
"7,1","6,1","7,2","9,0",7.2,7.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,5,5.5,0,false,1438,436,76,29,1,72,31,20,11
"7,1","6,4","5,8","9,0",6.9,7.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,5,5.3,2,false,1992,320,28,35,1,45,27,7,5
"7,1","6,5","6,5","10,0",7.2,7.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,5.3,2,false,860,260,4,28,1,30,18,1,8
"7,1","6,7","8,3","10,0",7.6,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,5,6.6,4,false,2367,456,60,36,1,71,28,25,6
"7,1","7,1","7,7","10,0",7.5,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.8,3,false,7117,616,76,50,1,105,36,39,7
"7,1","7,2","4,7","10,0",6.8,7.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,6.3,1,true,2054,432,76,32,1,64,34,20,11
"7,1","7,3","7,2","10,0",7.4,7.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.1,12,false,649,284,12,24,1,38,23,10,1
"7,1","7,4","7,8","10,0",7.6,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,1,false,2674,432,28,35,1,68,27,15,9
"7,1","7,5","5,7","3,0",6.4,6.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.3,1,false,3587,364,184,25,1,53,26,29,3
"7,1","7,5","6,0","10,0",7.2,7.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,6.1,7,false,875,324,40,30,1,36,25,15,2
"7,1","7,5","7,7","10,0",7.6,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,OVERIG,15,6.6,7,false,3798,440,52,41,1,68,33,19,10
"7,1","7,5","8,0","10,0",7.7,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,7.1,1,false,2481,364,20,30,1,57,25,3,9
"7,1","7,5","9,4","10,0",8.0,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.3,10,false,2787,440,48,35,1,73,26,25,7
"7,1","7,6","6,2","10,0",7.2,7.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.4,1,false,1778,580,48,41,1,93,31,31,9
"7,1","7,6","7,0","10,0",7.4,7.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,6.9,1,false,4701,460,60,39,1,69,26,26,4
"7,1","7,6","7,8","10,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,6.7,11,false,500,264,20,25,1,31,17,2,1
"7,1","7,6","7,8","10,0",7.6,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.5,3,false,5691,436,100,40,1,61,27,19,7
"7,1","7,6","8,4","10,0",7.8,8.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,7.5,1,false,1846,400,72,33,1,60,27,10,10
"7,1","7,7","0,4","8,0",5.6,6.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.4,10,false,613,324,32,30,1,46,25,22,4
"7,1","7,7","7,7","9,0",7.5,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.2,0,false,1573,292,56,25,1,35,25,5,4
"7,1","7,7","7,9","10,0",7.7,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.1,2,false,1699,424,44,33,1,66,32,22,4
"7,1","7,7","8,3","10,0",7.8,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,1,false,2867,544,52,41,1,90,29,43,7
"7,1","7,7","8,5","10,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.4,1,false,6956,388,76,39,1,54,28,10,6
"7,1","7,7","8,7","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,Other,false,VWO,60+,6.5,4,false,2051,316,20,34,1,43,26,8,8
"7,1","7,8","3,2","10,0",6.5,7.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,5.8,4,false,1609,264,20,30,1,23,15,4,3
"7,1","7,8","7,5","10,0",7.6,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.1,4,false,5875,416,84,31,1,65,26,30,6
"7,1","7,8","7,9","10,0",7.7,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.1,1,false,6643,460,20,42,1,69,28,25,5
"7,1","7,8","9,1","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,20-40,5.9,1,false,5875,472,80,35,1,76,32,24,15
"7,1","7,9","7,6","10,0",7.6,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,5,5.6,8,false,7951,404,64,39,1,61,31,31,5
"7,1","7,9","8,3","10,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,8,false,1136,296,40,24,1,34,23,10,2
"7,1","7,9","8,3","8,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,0,5.6,4,false,2882,500,20,31,1,85,31,27,9
"7,1","7,9","8,5","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.0,4,false,2316,416,8,41,1,63,32,14,8
"7,1","7,9","9,5","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,20-40,7.5,1,false,760,292,56,33,1,28,25,4,2
"7,1","8,0","4,2","10,0",6.8,7.0,true,ORIGIN_E,SEX_M,Other,false,BUITENL_SL,60+,6.6,0,false,417,212,20,22,0,15,13,1,2
"7,1","8,0","7,2","10,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,60+,5.5,1,false,794,252,20,23,1,32,23,11,3
"7,1","8,1","0,0","10,0",5.8,6.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.7,1,false,962,400,52,31,1,63,26,4,11
"7,1","8,1","6,4","10,0",7.4,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.8,3,false,1754,256,36,26,1,29,17,9,2
"7,1","8,1","7,9","10,0",7.7,8.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.1,3,false,1748,364,28,39,1,44,23,5,4
"7,1","8,1","9,0","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.9,1,false,3946,300,12,33,1,37,27,9,2
"7,1","8,2","4,1","9,0",6.7,7.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,5,6.0,3,false,1283,308,52,25,1,44,23,19,2
"7,1","8,2","7,6","9,0",7.6,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,6.8,9,false,3741,456,84,40,1,65,26,22,4
"7,1","8,2","8,4","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.6,1,false,7403,624,68,39,1,111,35,29,12
"7,1","8,2","9,4","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.2,12,false,12257,888,360,58,1,165,36,68,15
"7,1","8,3","7,4","10,0",7.6,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.8,1,false,2356,396,56,29,1,61,28,29,3
"7,1","8,3","8,0","10,0",7.8,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,5.8,0,false,869,260,20,21,1,31,20,7,4
"7,1","8,3","9,1","9,0",8.0,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,WO,60+,6.2,1,true,1034,236,36,21,1,29,22,7,0
"7,1","8,4","7,7","9,0",7.6,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.9,6,false,2837,376,8,31,1,56,28,16,8
"7,1","8,4","8,1","10,0",7.8,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,6.6,6,false,1045,304,52,28,1,38,19,7,3
"7,1","8,4","8,1","10,0",7.8,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,5,6.4,1,false,1207,352,68,31,1,50,26,8,5
"7,1","8,4","9,2","10,0",8.1,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,1,false,2073,536,44,45,1,81,31,26,9
"7,1","8,4","9,5","8,0",8.0,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.3,1,false,1351,320,44,28,1,38,21,7,7
"7,1","8,5","6,2","10,0",7.4,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,OVERIG,10,5.4,2,false,2457,420,48,36,1,63,28,33,3
"7,1","8,5","7,7","10,0",7.8,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,10,7.0,10,false,2516,352,0,39,1,53,30,15,7
"7,1","8,5","7,8","10,0",7.8,8.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.2,6,false,3035,364,48,36,1,48,30,17,3
"7,1","8,5","8,2","10,0",7.9,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,0,false,1825,400,52,34,1,52,32,18,5
"7,1","8,5","8,6","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,5,6.6,5,false,15016,352,36,37,1,50,26,10,5
"7,1","8,6","0,0","10,0",5.8,6.0,true,ORIGIN_R,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,6.5,7,false,8718,704,180,47,1,126,35,59,13
"7,1","8,6","7,1","9,0",7.5,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.2,1,false,1646,396,28,34,1,62,29,10,12
"7,1","8,7","8,2","10,0",7.9,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.2,4,false,11015,616,160,41,1,116,37,40,14
"7,1","8,7","9,3","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,10,false,10618,580,60,42,1,102,36,41,10
"7,1","8,7","9,5","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,7.2,10,false,8154,448,64,40,1,71,26,28,5
"7,1","8,8","7,1","10,0",7.6,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,60+,6.5,2,true,5101,452,52,39,1,69,30,11,3
"7,1","8,8","7,4","10,0",7.7,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,2,false,1954,460,80,36,1,71,32,16,10
"7,1","8,8","7,8","10,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,1,false,3337,388,48,34,1,58,28,22,13
"7,1","8,8","8,8","8,0",7.9,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,10,7.0,10,false,2060,304,24,29,1,39,24,8,4
"7,1","8,8","9,3","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.1,1,false,4400,484,68,36,1,76,33,32,4
"7,1","8,8","9,3","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,2,false,9271,364,68,27,0,54,27,21,3
"7,1","8,9","8,7","10,0",8.1,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,10,6.6,1,false,2345,384,16,27,1,56,30,13,2
"7,1","9,0","5,5","10,0",7.3,7.0,true,ORIGIN_N,SEX_M,Other,false,VWO,60+,7.4,4,false,927,340,36,27,1,50,25,17,4
"7,1","9,0","8,4","10,0",8.0,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,6.8,6,false,1247,340,36,36,1,45,22,7,4
"7,1","9,0","9,3","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,4,false,2979,356,72,30,1,50,27,9,11
"7,1","9,1","7,8","10,0",7.9,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,HBO,20-40,6.3,10,false,1456,372,48,37,1,48,30,10,8
"7,1","9,1","7,9","4,0",7.3,7.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,5.0,3,false,1406,292,12,22,1,42,20,8,7
"7,1","9,2","7,8","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,20-40,5.2,0,false,1041,348,0,31,1,45,31,14,5
"7,1","9,2","9,1","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,5,6.9,4,false,2280,364,52,31,1,46,23,11,4
"7,1","9,3","8,5","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,40-60,5.9,1,false,1563,408,96,37,1,65,30,6,15
"7,1","9,3","8,6","8,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,6.5,1,false,847,308,64,28,1,41,24,10,4
"7,1","9,4","8,0","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.3,1,false,6158,428,68,41,1,65,27,9,6
"7,1","9,6","9,7","10,0",8.4,8.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.8,1,false,7340,480,104,39,1,81,34,20,15
"7,1","9,6","9,9","10,0",8.5,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,10,6.8,7,false,2480,408,8,33,1,69,33,18,7
"7,1","9,7","9,7","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,7.2,3,false,3652,324,28,31,1,43,28,12,9
"7,1","9,9","9,7","10,0",8.5,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.5,10,false,605,412,32,40,1,59,32,18,11
"7,5","0,0","7,0","6,0",6.1,6.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.6,1,false,10909,552,140,49,1,84,30,37,5
"7,5","2,6","7,1","7,0",6.6,7.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,5,4.6,1,false,2970,244,4,26,1,33,19,9,0
"7,5","4,3","6,4","10,0",7.0,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,6.3,0,false,2531,272,20,22,1,37,22,10,2
"7,5","4,5","5,6","10,0",6.8,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.4,1,false,1907,328,144,24,1,47,25,16,3
"7,5","5,4","7,5","6,0",7.0,7.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,60+,4.6,2,false,411,228,16,19,1,19,14,2,0
"7,5","5,8","5,1","9,0",6.8,7.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,5.9,4,false,7205,548,12,42,1,93,33,39,10
"7,5","6,1","7,2","9,0",7.4,7.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.0,1,false,5119,328,52,20,1,47,25,13,4
"7,5","6,4","0,0","8,0",5.5,6.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,VWO,0,4.7,1,false,2829,308,32,25,1,43,23,13,4
"7,5","6,7","8,6","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,40-60,6.1,1,false,22513,516,52,41,1,86,32,39,7
"7,5","7,1","4,6","2,0",6.2,6.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.2,1,false,26780,624,96,33,1,124,31,53,8
"7,5","7,1","7,8","10,0",7.8,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,7.0,8,false,2021,284,8,25,1,37,23,13,6
"7,5","7,2","5,6","9,0",7.1,7.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,5,3.9,5,false,1485,276,16,25,1,34,22,10,5
"7,5","7,4","7,2","10,0",7.7,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,3,false,7103,396,0,29,1,66,32,32,3
"7,5","7,4","8,9","10,0",8.1,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.5,13,false,9115,584,148,44,1,104,35,42,6
"7,5","7,6","7,6","10,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.9,0,false,1707,372,100,42,1,47,27,15,1
"7,5","7,6","8,5","8,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.6,1,false,3320,332,60,28,1,49,26,12,9
"7,5","7,7","4,4","8,0",6.8,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,VWO,5,3.0,2,true,2827,332,92,21,1,46,27,11,6
"7,5","7,7","6,4","10,0",7.5,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,5,7.2,12,false,1593,376,20,33,1,57,29,13,9
"7,5","7,7","7,7","10,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,6,false,1530,268,8,29,0,32,23,7,2
"7,5","7,7","8,8","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,1,false,13460,588,80,51,1,107,33,36,22
"7,5","7,8","9,7","10,0",8.3,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,15,7.2,5,false,3137,284,40,36,1,31,24,6,3
"7,5","7,9","7,3","10,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.8,1,false,2675,308,112,26,1,41,21,2,2
"7,5","7,9","9,5","10,0",8.3,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,OVERIG,15,7.2,1,false,5414,508,96,38,1,86,31,33,10
"7,5","8,0","7,8","9,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,0,false,3244,492,56,27,1,87,32,26,15
"7,5","8,0","8,9","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,6.9,1,false,4176,392,80,36,1,55,24,8,10
"7,5","8,0","9,0","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.9,1,false,1308,364,24,22,1,50,26,13,5
"7,5","8,1","7,9","9,0",7.8,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,5.7,1,false,3189,296,16,24,1,43,26,23,6
"7,5","8,2","7,8","10,0",7.9,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.0,1,false,2549,296,56,27,1,34,24,9,2
"7,5","8,3","6,5","10,0",7.6,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.0,9,false,5917,416,92,31,1,60,31,21,6
"7,5","8,3","8,4","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,60+,6.3,1,false,1636,328,100,35,1,42,28,8,6
"7,5","8,4","7,1","10,0",7.8,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,6.9,5,false,11932,328,28,22,1,48,25,13,1
"7,5","8,4","8,7","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,7.6,7,false,2038,520,4,34,1,93,33,42,9
"7,5","8,4","8,9","10,0",8.2,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,15,7.4,9,false,1672,392,12,40,1,59,29,20,7
"7,5","8,4","9,6","10,0",8.4,8.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,7.8,9,false,2918,512,24,42,1,82,31,39,3
"7,5","8,6","7,4","7,0",7.6,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,10,7.1,3,false,2040,368,4,30,1,56,27,14,5
"7,5","8,6","7,6","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.2,2,false,2615,380,20,33,1,61,30,23,7
"7,5","8,6","8,6","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,5.8,3,false,4870,364,152,27,1,51,26,4,8
"7,5","8,6","8,8","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,20-40,7.8,3,false,1017,308,36,30,1,41,29,12,4
"7,5","8,8","8,5","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,6,false,3711,468,52,29,1,70,31,31,9
"7,5","8,9","6,0","10,0",7.6,8.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,0,5.8,1,false,9915,504,52,49,1,79,31,24,7
"7,5","8,9","8,4","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.5,1,false,3129,384,36,22,1,58,36,12,7
"7,5","9,0","7,9","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.3,0,false,3961,452,36,29,1,70,32,23,8
