final_exam,ga1,ga2,homework,CalculatedNumericResult,EndResult,Passed,origin,sex,croho,double_major,type_vooropleiding,ECTS,GPA,total_attended_labsessions,course_repeater,active_minutes,total_course_activities,nightly_activities,distinct_days,logged_in_weekly,nr_files_viewed,nr_distinct_files_viewed,nr_slides_viewed,nr_practice_exams_viewed
"7,5","9,0","8,2","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,Other,false,VWO,60+,7.1,1,false,1604,316,16,29,1,47,24,13,5
"7,5","9,0","8,3","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,6.9,4,false,8868,640,120,51,1,117,33,38,21
"7,5","9,0","8,3","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,20-40,6.1,5,false,1673,320,32,27,1,44,24,1,3
"7,5","9,1","8,7","10,0",8.3,8.0,true,ORIGIN_N,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,5,false,1292,436,56,40,1,68,35,15,8
"7,5","9,1","9,4","10,0",8.5,8.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,6.9,1,false,1552,408,64,32,1,59,25,12,11
"7,5","9,1","9,5","10,0",8.5,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,6,false,2106,448,88,40,1,66,33,23,16
"7,5","9,1","9,5","10,0",8.5,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.0,5,false,2824,428,96,29,1,63,27,28,3
"7,5","9,3","9,3","10,0",8.5,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,5,7.1,13,false,2578,524,16,44,1,82,29,34,13
"7,5","9,3","9,7","10,0",8.6,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,1,false,3581,420,80,31,1,67,29,21,3
"7,5","9,3","9,7","10,0",8.6,9.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,10,7.0,6,false,3423,568,136,45,1,95,35,38,7
"7,5","9,4","8,0","10,0",8.2,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,6,false,10652,696,112,44,1,127,34,32,21
"7,5","9,4","8,2","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.2,11,false,3153,396,20,31,1,65,27,23,6
"7,5","9,4","8,7","10,0",8.3,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.6,9,false,4258,476,8,44,1,78,35,19,9
"7,5","9,4","8,9","10,0",8.4,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,10,6.7,3,false,2272,440,92,40,1,74,32,35,6
"7,5","9,6","8,1","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,60+,6.3,1,false,4798,588,20,28,1,103,35,40,4
"7,5","9,6","8,4","10,0",8.3,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,2,false,2150,368,40,33,1,53,30,17,6
"7,5","9,6","8,7","10,0",8.4,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,0,5.3,6,false,3459,468,36,35,1,72,36,15,13
"7,5","9,7","8,6","10,0",8.4,8.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.2,12,false,5075,460,92,41,1,74,31,29,13
"7,5","9,7","9,4","10,0",8.6,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,1,false,3585,368,24,27,1,54,28,19,10
"7,9","10,0","7,7","10,0",8.4,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,VWO,15,8.2,8,false,2677,508,76,29,1,81,31,44,3
"7,9","3,5","3,3","10,0",6.3,6.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,5,2.7,2,false,1088,300,4,27,1,46,24,10,2
"7,9","4,8","7,0","10,0",7.4,7.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,6.7,3,false,2470,408,36,36,1,57,26,20,2
"7,9","6,2","6,4","7,0",7.2,7.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,6.1,2,false,2275,300,24,28,1,32,23,9,7
"7,9","6,2","8,1","9,0",7.8,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,5,6.1,8,false,2878,308,64,31,1,40,25,11,8
"7,9","6,9","6,1","10,0",7.5,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.0,1,false,2820,412,60,31,1,61,29,15,6
"7,9","7,0","6,9","10,0",7.7,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.4,6,false,10623,556,140,47,1,99,32,38,18
"7,9","7,2","8,9","10,0",8.3,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.4,1,false,3414,404,180,35,1,61,23,14,8
"7,9","7,3","6,4","10,0",7.6,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.2,8,false,1420,284,24,29,1,35,26,7,4
"7,9","7,3","7,6","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,1,false,7420,376,84,37,1,53,26,18,2
"7,9","7,4","6,5","10,0",7.7,8.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,15,6.1,2,false,2147,440,8,27,1,66,29,12,13
"7,9","7,4","8,6","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.1,0,false,2823,504,52,36,1,77,30,28,6
"7,9","7,5","7,4","10,0",7.9,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.3,3,false,2737,324,24,33,1,42,28,8,3
"7,9","7,5","8,3","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.1,5,false,4210,408,32,32,1,57,30,27,5
"7,9","7,6","6,5","10,0",7.7,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,5.9,3,false,2088,316,32,28,1,39,23,7,7
"7,9","7,7","6,9","10,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,1,false,1373,356,60,28,1,42,25,11,5
"7,9","7,9","7,0","10,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,20-40,6.4,1,false,2168,388,24,33,1,59,25,13,3
"7,9","7,9","7,6","8,0",7.8,8.0,true,ORIGIN_N,SEX_V,Other,false,VWO,60+,4.8,0,false,4700,460,16,35,1,79,31,19,12
"7,9","8,0","8,2","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,20-40,6.4,9,false,3020,408,44,32,1,56,25,30,2
"7,9","8,1","8,3","10,0",8.2,8.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,6.9,2,false,7436,460,192,28,1,76,25,41,2
"7,9","8,2","6,2","10,0",7.7,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.0,2,false,2835,400,68,39,1,57,25,17,2
"7,9","8,2","8,4","8,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.8,2,false,2426,392,92,33,0,61,26,9,12
"7,9","8,2","8,8","10,0",8.4,8.0,true,ORIGIN_R,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.9,4,false,1837,304,104,34,1,36,27,9,2
"7,9","8,4","7,7","10,0",8.1,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,2,false,2644,376,84,29,1,59,28,24,3
"7,9","8,4","7,8","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,1,false,6668,400,20,31,1,55,27,14,3
"7,9","8,4","9,1","9,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,10,6.2,5,false,8549,336,124,40,1,42,25,16,5
"7,9","8,5","6,0","10,0",7.7,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,10,6.0,2,false,1803,412,72,26,1,67,28,19,4
"7,9","8,5","8,7","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.1,2,false,4070,532,4,34,1,95,33,27,15
"7,9","8,5","9,1","10,0",8.5,9.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.3,5,false,4319,544,60,35,1,93,32,42,10
"7,9","8,6","8,6","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.0,11,false,2382,372,12,33,1,58,32,11,4
"7,9","8,6","8,7","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,20-40,6.3,1,true,5883,556,40,36,1,97,30,44,12
"7,9","8,6","8,9","10,0",8.5,8.0,true,ORIGIN_E,SEX_M,Other,false,null,10,8.9,3,false,3979,304,16,30,1,37,27,9,3
"7,9","8,6","9,4","10,0",8.6,9.0,true,ORIGIN_R,SEX_V,B Data Science (joint degree),false,BUITENL_SL,0,6.1,2,false,2503,336,40,34,1,45,28,10,4
"7,9","8,7","4,2","10,0",7.3,7.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.6,6,false,3219,312,12,35,1,38,25,15,4
"7,9","8,7","7,4","10,0",8.1,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,10,7.2,1,false,8575,348,48,43,1,47,30,10,11
"7,9","8,7","8,2","6,0",7.9,8.0,true,ORIGIN_E,SEX_V,B Industrial Design,false,BUITENL_SL,10,6.9,1,false,3281,332,48,30,1,47,22,15,1
"7,9","8,7","8,3","10,0",8.3,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,6.9,2,false,1776,480,72,36,1,79,36,17,11
"7,9","8,7","8,8","10,0",8.5,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,HBO,15,8.1,5,false,2120,288,92,30,1,35,25,8,4
"7,9","8,8","8,1","10,0",8.3,8.0,true,ORIGIN_N,SEX_M,B Industrial Design,false,VWO,10,6.8,4,false,6819,488,24,37,1,85,28,27,9
"7,9","8,8","8,5","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,15,7.4,1,false,1100,428,28,38,1,64,30,13,12
"7,9","8,8","8,8","10,0",8.5,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.9,8,false,1405,476,8,36,1,84,27,32,8
"7,9","8,9","6,1","10,0",7.8,8.0,true,ORIGIN_E,SEX_M,B Industrial Engineering,false,BUITENL_SL,5,5.2,0,false,2729,404,128,27,1,55,25,17,7
"7,9","8,9","7,4","10,0",8.1,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,6.7,2,false,993,404,16,44,1,56,32,17,5
"7,9","8,9","8,4","10,0",8.4,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,10,6.9,12,false,2933,516,80,32,1,93,29,23,10
"7,9","8,9","8,6","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,0,6.1,1,false,6093,512,84,40,1,81,31,33,8
"7,9","9,0","9,2","10,0",8.6,9.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.6,2,false,8297,384,56,34,1,56,31,15,9
"7,9","9,1","4,5","10,0",7.4,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,OVERIG,15,7.4,10,false,2812,468,52,26,1,80,33,32,10
"7,9","9,1","8,2","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.9,7,false,4191,512,24,38,1,82,27,33,10
"7,9","9,2","8,5","10,0",8.5,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,6.2,3,false,5375,408,44,42,1,63,31,16,5
"7,9","9,3","8,1","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,6.8,6,false,2054,308,12,28,1,38,25,9,3
"7,9","9,3","9,3","10,0",8.7,9.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.7,8,false,9059,540,128,37,1,90,33,48,6
"7,9","9,4","5,9","9,0",7.7,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,6.7,2,false,1463,360,16,24,1,52,27,10,2
"7,9","9,5","4,1","10,0",7.4,7.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,7.2,1,false,13606,292,32,25,1,37,23,12,6
"7,9","9,5","6,8","10,0",8.1,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.0,1,false,5106,432,100,38,1,64,32,29,3
"7,9","9,6","8,5","10,0",8.5,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,1,false,3970,560,48,40,1,93,34,33,12
"7,9","9,7","9,1","10,0",8.7,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,WO,10,8.1,4,false,3252,344,64,26,0,49,30,12,4
"7,9","9,8","7,6","10,0",8.3,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,60+,5.2,1,false,925,296,84,26,1,35,21,4,2
"8,3","0,0","7,0","10,0",6.9,7.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,0,6.4,0,false,2043,460,36,43,1,64,29,21,8
"8,3","0,0","7,3","10,0",7.0,7.0,true,ORIGIN_E,SEX_M,Other,false,null,15,7.0,0,false,3162,400,28,36,1,61,28,25,2
"8,3","4,0","8,3","10,0",7.8,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,1,false,2566,352,52,32,1,53,24,22,2
"8,3","7,0","7,8","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,6.7,4,false,3400,364,48,29,1,44,29,18,0
"8,3","7,0","8,6","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,7.4,1,false,3815,340,20,26,1,44,22,11,5
"8,3","7,1","7,0","10,0",8.0,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,20-40,8.0,5,false,1139,208,12,26,1,23,17,0,8
"8,3","7,3","8,0","7,0",7.9,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,10,5.7,2,false,1974,332,52,24,0,46,20,11,3
"8,3","7,4","8,2","10,0",8.3,8.0,true,ORIGIN_R,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,7.1,1,false,2302,404,100,30,1,62,29,15,6
"8,3","7,4","8,6","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,10,5.9,3,false,4906,288,52,31,1,27,19,4,2
"8,3","7,7","7,6","10,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.9,7,false,3670,416,8,32,1,67,32,22,5
"8,3","7,7","8,3","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.9,1,false,12842,624,32,37,1,118,36,23,21
"8,3","7,7","8,3","7,0",8.1,8.0,true,ORIGIN_R,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,6.5,3,false,981,372,60,26,1,50,26,16,9
"8,3","7,7","8,9","10,0",8.5,9.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.9,2,false,1385,296,24,40,1,36,19,5,5
"8,3","7,7","8,9","10,0",8.5,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,7,false,4019,468,60,43,1,69,28,33,8
"8,3","7,8","8,0","10,0",8.3,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,11,false,1486,368,28,30,1,55,24,11,5
"8,3","7,8","8,4","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,Other,false,BUITENL_SL,10,7.2,10,false,4598,636,92,45,1,116,35,37,13
"8,3","7,9","7,1","10,0",8.1,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,5.1,1,true,1557,320,48,32,1,35,22,1,3
"8,3","8,0","8,3","10,0",8.4,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.2,1,false,8204,432,16,36,1,61,30,20,3
"8,3","8,1","7,4","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.2,3,false,4412,292,80,31,1,38,28,13,3
"8,3","8,2","9,4","10,0",8.7,9.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,8.1,1,false,3795,344,20,34,1,47,30,9,3
"8,3","8,3","8,5","10,0",8.5,9.0,true,ORIGIN_N,SEX_M,B Industrial Design,false,VWO,10,6.8,1,false,1953,352,56,23,1,49,26,17,4
"8,3","8,3","9,2","10,0",8.7,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,4,false,2546,512,132,41,1,92,33,22,20
"8,3","8,4","7,7","10,0",8.3,8.0,true,ORIGIN_N,SEX_M,Other,false,VWO,15,6.8,1,false,3355,500,68,44,1,80,30,39,6
"8,3","8,4","8,1","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,10,7.0,3,false,4134,392,48,32,1,57,25,22,7
"8,3","8,4","8,5","10,0",8.5,9.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,7.7,6,false,1134,324,12,36,1,43,28,10,4
"8,3","8,4","9,3","10,0",8.7,9.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.3,2,false,1710,432,72,40,1,61,27,16,8
"8,3","8,5","6,9","10,0",8.2,8.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,10,false,2868,380,20,41,1,49,28,17,4
"8,3","8,5","9,0","10,0",8.7,9.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,6.6,5,false,4675,572,72,39,1,101,34,45,12
"8,3","8,5","9,4","10,0",8.8,9.0,true,ORIGIN_E,SEX_V,B Industrial Engineering,false,BUITENL_SL,15,7.8,5,false,4367,356,72,36,1,44,27,15,2
"8,3","8,6","8,7","9,0",8.5,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.9,1,false,9136,532,160,38,1,88,29,39,17
"8,3","8,7","8,4","10,0",8.6,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.3,1,false,6693,532,108,33,1,93,32,45,9
"8,3","8,8","7,6","10,0",8.4,8.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,6.7,11,false,1480,352,16,34,1,49,26,17,7
"8,3","8,9","8,7","10,0",8.7,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,10,6.7,1,false,1933,376,92,36,1,53,28,17,7
"8,3","8,9","9,1","10,0",8.8,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.4,1,false,3634,472,128,33,1,72,29,18,4
"8,3","8,9","9,4","10,0",8.8,9.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,10,false,2189,624,24,44,1,111,34,30,15
"8,3","9,0","7,5","10,0",8.4,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.0,2,false,3926,352,12,31,1,49,25,11,4
"8,3","9,0","9,3","10,0",8.8,9.0,true,ORIGIN_E,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,7.4,12,false,6522,668,260,64,1,121,35,56,10
"8,3","9,1","9,0","8,0",8.6,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,3,false,3727,640,16,43,1,123,35,56,14
"8,3","9,1","9,9","10,0",9.0,9.0,true,ORIGIN_R,SEX_V,B Data Science (joint degree),false,BUITENL_SL,15,6.4,2,false,3383,384,36,34,1,55,23,17,9
"8,3","9,2","8,9","10,0",8.8,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,8.4,1,false,4866,356,28,38,1,52,28,16,5
"8,3","9,3","8,6","9,0",8.6,9.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,7.9,7,false,2678,492,32,36,1,83,34,23,7
"8,3","9,4","8,9","10,0",8.8,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.6,4,false,3511,472,16,44,1,69,32,14,8
"8,3","9,5","6,8","10,0",8.3,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,0,false,2936,344,8,21,1,53,28,17,11
"8,3","9,5","9,4","10,0",8.9,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,OVERIG,15,7.3,1,false,2936,528,96,37,1,90,31,21,19
"8,3","9,6","8,3","10,0",8.7,9.0,true,ORIGIN_E,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,20-40,7.5,5,false,15234,496,76,39,1,82,33,28,12
"8,3","9,6","9,1","10,0",8.9,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.3,1,false,3319,356,12,35,1,55,26,22,10
"8,7","10,0","7,9","10,0",8.8,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.8,4,false,2096,404,96,30,1,60,31,15,10
"8,7","10,0","9,8","10,0",9.3,9.0,true,ORIGIN_N,SEX_V,B Industrial Engineering,false,VWO,15,7.8,8,false,8610,428,12,40,1,62,33,23,6
"8,7","3,1","7,3","10,0",7.6,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,10,6.1,1,false,7163,436,260,28,1,63,25,6,11
"8,7","6,2","7,8","9,0",8.1,8.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,6.7,0,false,4341,396,136,35,1,54,22,31,4
"8,7","6,2","7,9","9,0",8.2,8.0,true,ORIGIN_N,SEX_M,B Data Science (joint degree),false,VWO,15,6.0,2,false,1154,352,24,31,1,49,27,25,5
"8,7","6,3","8,2","10,0",8.3,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,6.6,0,false,5808,348,48,30,1,49,27,16,6
"8,7","6,6","9,2","10,0",8.6,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.7,10,false,10593,700,200,46,1,126,33,56,7
"8,7","6,6","9,5","10,0",8.7,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.3,1,false,4533,580,288,36,1,101,32,46,10
"8,7","6,7","7,2","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,4,false,2920,532,32,34,1,90,33,29,10
"8,7","7,7","8,8","5,0",8.2,8.0,true,ORIGIN_N,SEX_V,B Industrial Design,false,VWO,40-60,6.2,0,true,2987,568,28,38,1,94,29,36,5
"8,7","7,8","5,6","10,0",7.9,8.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,20-40,8.2,7,false,3763,388,28,32,1,61,29,18,8
"8,7","7,8","7,0","10,0",8.3,8.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,15,6.9,2,false,3557,420,8,34,1,66,33,18,7
"8,7","7,9","8,0","10,0",8.5,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,HBO,15,7.5,8,false,3103,344,12,24,1,49,25,7,1
"8,7","8,1","8,7","10,0",8.7,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,3,false,2488,368,4,26,1,58,28,25,2
"8,7","8,2","8,0","7,0",8.3,8.0,true,ORIGIN_R,SEX_M,B Industrial Engineering,false,BUITENL_SL,40-60,5.6,4,true,5895,364,64,32,1,56,28,21,8
"8,7","8,2","8,8","10,0",8.8,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.1,4,false,7749,400,92,33,1,60,31,24,6
"8,7","8,3","3,6","10,0",7.5,7.0,true,ORIGIN_N,SEX_M,B Industrial Engineering,false,VWO,15,5.9,10,false,1719,380,52,36,1,59,22,24,3
"8,7","8,3","6,3","10,0",8.2,8.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,0,false,3458,368,132,29,1,54,25,15,7
"8,7","8,6","9,1","9,0",8.8,9.0,true,ORIGIN_E,SEX_M,B Data Science (joint degree),false,BUITENL_SL,15,7.5,1,false,3811,448,8,40,1,82,31,31,5
"8,7","8,7","7,4","10,0",8.5,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,10,5.5,1,true,2716,284,52,23,0,35,19,2,4
"8,7","8,7","8,7","10,0",8.8,9.0,true,ORIGIN_N,SEX_V,B Computer Science & Engineering,false,VWO,15,7.0,2,false,3481,416,20,36,1,61,29,19,2
"8,7","8,7","9,4","10,0",9.0,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,VWO,40-60,7.3,3,false,1029,304,52,34,1,34,26,7,4
"8,7","9,0","7,4","10,0",8.6,9.0,true,ORIGIN_N,SEX_V,Other,false,VWO,60+,7.3,6,false,1235,300,12,32,1,35,26,8,3
"8,7","9,0","9,1","10,0",9.0,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.5,2,false,4057,380,88,34,1,54,29,20,3
"8,7","9,0","9,2","10,0",9.0,9.0,true,ORIGIN_R,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.8,12,false,3447,396,24,31,1,59,29,16,4
"8,7","9,0","9,5","10,0",9.1,9.0,true,ORIGIN_R,SEX_V,B Computer Science & Engineering,false,BUITENL_SL,15,7.7,6,false,2827,344,68,33,1,46,26,13,7
"8,7","9,1","8,1","10,0",8.7,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,7.4,1,false,4403,412,40,39,1,63,26,26,9
"8,7","9,1","9,4","10,0",9.1,9.0,true,ORIGIN_N,SEX_M,B Computer Science & Engineering,false,HBO,15,7.1,3,false,3412,536,72,34,1,87,34,20,19
"8,7","9,1","9,6","10,0",9.1,9.0,true,ORIGIN_E,SEX_M,B Computer Science & Engineering,false,BUITENL_SL,15,8.4,10,false,8235,520,116,47,1,85,34,36,10
