r2,mae,mse,mean_residual,intercept,coef__G1,pval__G1,coef__G2,pval__G2,coef__absences,pval__absences,coef__activities,pval__activities,coef__paid,pval__paid,coef__famsup,pval__famsup,coef__schoolsup,pval__schoolsup,coef__studytime,pval__studytime,model_type,description,cookD,indices,n_train,n_test,baseline_r2,baseline_mae,baseline_mse,baseline_mean_residual,ttest_p,ttest_stat,wilcoxon_p,wilcoxon_stat,ttest_p_mean,ttest_stat_mean,wilcoxon_p_mean,wilcoxon_stat_mean,ttest_p_mean_global,ttest_stat_mean_global,wilcoxon_p_mean_global,wilcoxon_stat_mean_global
-0.4503,3.8096,32.8725,0.9198,-4.930308573588478,-0.8371343093880692,0.09461863836295621,2.239773103102625,0.0003173320386358543,0.03559135754715214,0.27167983991633093,0.16835084005076473,0.8600806810321736,-2.4246780867410527,0.08332577472654491,1.0223449996188698,0.3647321403883066,-10.730704761741393,0.007081105364140495,0.0851626433759628,0.9030598226242705,subgroup,"Fjob=='services' ∧ failures in (-0.001, 3.0] ∧ goout in (0.999, 2.0]",165.30501932653556,"[4, 9, 26, 29, 55, 68, 84, 111, 138, 151, 161, 162, 183, 189, 190, 197, 204, 224, 231, 237, 241, 244, 247, 250, 266]",25,12,0.8268,1.0452,3.9268,-0.1165,0.939565816355359,1.6811779346103337,0.99755859375,72.0,0.6229197288102128,0.3210895672362121,0.2119140625,28.0,0.02005704689202337,-2.3265236089922747,0.006103515625,8.0
-0.3778,4.1757,33.9316,0.7962,-5.598969636994425,-0.8751955349413114,0.08621595787075798,2.334462450332918,0.0003890347643942908,0.18672159836866123,0.14446727758331715,-0.15606369762654948,0.8804729924926585,-1.8981376311485487,0.20416073700022966,0.7039927844645265,0.5413124174038058,-10.019615802905939,0.01425112236228694,0.007699836757184997,0.9916624227885182,subgroup,"Fjob=='services' ∧ Pstatus=='T' ∧ goout in (0.999, 2.0]",160.03353596432768,"[4, 9, 26, 29, 55, 68, 84, 111, 151, 161, 162, 183, 189, 190, 197, 204, 224, 231, 237, 241, 244, 247, 266]",23,11,0.8276,1.0823,4.2469,-0.0691,0.936733466874092,1.6667372376952048,0.99853515625,63.0,0.5971457224639938,0.2525802333423669,0.38232421875,29.0,0.021813608413818384,-2.308384655947069,0.0068359375,6.0
-0.3808,4.125,31.2983,0.1732,-5.6123350838022485,-0.7413643178490801,0.15223583448379258,2.207364690626096,0.0005854641505559184,0.2750564103346298,0.10315910403191518,-0.2644793665165399,0.7895421146656967,-1.8753427971025187,0.18314089740673978,0.9024479005434671,0.43488231561808977,-9.444148962445102,0.019558766699486037,-0.1306739612468547,0.859445961233588,subgroup,"Fjob=='services' ∧ goout in (0.999, 2.0] ∧ higher=='yes'",158.00440795831707,"[4, 9, 26, 29, 55, 68, 84, 111, 151, 161, 162, 183, 189, 190, 197, 224, 231, 237, 241, 244, 247, 250, 266]",23,12,0.8268,1.0452,3.9268,-0.1165,0.9558317575205739,1.869848725690581,0.999267578125,75.0,0.6036170156810071,0.26918978580220043,0.48486328125,38.0,0.019844909309538878,-2.3325563890705734,0.006103515625,8.0
-0.4028,3.71,31.7979,1.0063,-5.010521249273877,-0.7483551685943833,0.18750035998787626,2.148542940749166,0.0016587785172921035,0.03578698495236892,0.2977575761372216,0.32241269821293717,0.7622357658372839,-2.49519677309614,0.1055091998048273,0.9676357696871891,0.4320459350656727,-10.397908783189692,0.015651190313837174,0.0855984940486465,0.9081022085863154,subgroup,"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ goout in (0.999, 2.0]",156.86581144986934,"[4, 9, 29, 55, 68, 84, 111, 138, 151, 161, 162, 183, 189, 190, 197, 204, 224, 231, 237, 241, 244, 250, 266]",23,12,0.8268,1.0452,3.9268,-0.1165,0.9368384568746495,1.654137602122241,0.99755859375,72.0,0.6021452484566142,0.26526651846508764,0.2119140625,28.0,0.019444283969905427,-2.3441212569186702,0.006103515625,8.0
-0.2184,3.6954,29.777,1.155,-6.83729392465616,-0.7080264189888281,0.1614306755137868,2.2652086486092697,0.0007477114158283523,0.04881826562078111,0.1549454179122358,-0.18065975752073893,0.8537969863037007,-1.602474294002482,0.23648633029395486,1.4758875960860194,0.20141685921288316,-9.20894916918255,0.01812312887022675,-0.21508435170223228,0.7586467584280833,subgroup,"Fjob=='services' ∧ goout in (0.999, 2.0] ∧ internet=='yes'",155.76437947804055,"[9, 26, 29, 55, 68, 111, 138, 151, 162, 183, 189, 190, 197, 224, 231, 237, 241, 244, 247, 250, 266]",21,10,0.8074,1.2281,4.7069,-0.1595,0.9116229856347159,1.4657781088347612,0.9931640625,50.0,0.5715679498195232,0.18561299407617235,0.2783203125,21.0,0.04413725055264174,-1.9113228890539298,0.0244140625,8.0
0.5498,2.0398,7.9283,-0.6289,-6.79647503372469,0.3909584252608942,0.3206510809674098,1.2088296396572715,0.014634544304558364,0.47692499689575063,0.004022713417968421,-1.70909995350475,0.23133370800253858,-0.6002444005604572,0.6919010441650468,1.9586628465425029,0.12369868887075813,3.1231889136462567,0.15106186789470893,-0.9209192568588962,0.4010545297376851,subgroup,"Fjob=='services' ∧ Medu in (-0.001, 2.0] ∧ traveltime in (0.999, 2.0]",152.78681052694833,"[1, 4, 17, 29, 39, 58, 70, 92, 101, 104, 106, 120, 128, 133, 137, 151, 161, 171, 205, 220, 221, 224, 231, 239, 244, 261, 266, 267]",28,13,0.7711,1.0916,4.0316,-0.1472,0.7932738144409002,0.8472171569396905,0.9267578125,66.0,0.07263068589603303,-1.5577537928276746,0.0732421875,24.0,0.008096697853556245,-2.7950103867948903,0.0067138671875,11.0
-0.1155,3.9634,25.6575,3.1912,-12.630211807378927,0.6883659492307905,0.43834177715509626,1.4839010619748851,0.09540802450146843,0.05937031933525579,0.16400871317975876,-2.054238721318195,0.1755409365816501,1.368264043803995,0.37653427038411735,-0.8948443122896377,0.6439004707630098,-2.4291853615162533,0.3783294407959039,-0.7082310824735676,0.6168678060163553,subgroup,Fjob=='services' ∧ internet=='yes' ∧ reason=='home',152.53203769424226,"[7, 17, 19, 22, 29, 68, 77, 92, 106, 136, 138, 140, 150, 181, 183, 193, 205, 220, 237, 247]",20,8,0.7917,1.2938,4.7913,-0.2826,0.8780250305940073,1.2721438646657843,0.9453125,29.0,0.333871651757374,-0.4479227136528115,0.80859375,24.0,0.054416082812554376,-1.836940705563115,0.01171875,2.0
0.41,3.4591,18.2866,1.4105,-11.933877646963255,-0.3012168543791356,0.40640123086458246,2.170590315551548,0.00044965435944354536,0.3550620760628951,0.010181564300295631,-1.1717518947316554,0.2758998564787118,0.27117241035858597,0.793316828408862,2.027530140863968,0.034829496013627094,-1.4818393316757046,0.38368254068490804,-0.4125555288188273,0.48383834427076333,subgroup,"Medu in (-0.001, 2.0] ∧ Mjob=='services' ∧ Pstatus=='T'",148.8315600732715,"[0, 14, 28, 57, 70, 75, 106, 133, 137, 147, 151, 171, 209, 220, 221, 223, 226, 232, 239, 244, 264, 267]",22,13,0.7543,1.9238,7.6149,-0.5062,0.9421124078213751,1.6953578793653565,0.97607421875,73.0,0.13816556546220424,-1.1404961669199831,0.1527099609375,30.0,0.016967838308208534,-2.393217759155191,0.0133056640625,14.0
0.6112,1.7392,5.4533,-0.0521,-7.11820002952088,0.03937590008048053,0.9120862531889775,1.5284543799957235,0.001354225862109459,0.4638182382589321,0.0033569668068933324,-1.305902709192816,0.36621510200466134,-1.4006860060248916,0.3339864203608336,1.4830092997088609,0.23854783484122505,2.9727298515898983,0.1793007120215571,-0.434949647683327,0.6799077163206056,subgroup,"Fjob=='services' ∧ Medu in (-0.001, 2.0]",144.12004161083016,"[1, 4, 17, 29, 39, 58, 70, 92, 101, 104, 106, 120, 128, 133, 137, 151, 161, 162, 171, 205, 220, 221, 224, 231, 232, 239, 244, 260, 261, 266, 267]",31,17,0.7315,1.128,3.766,0.1621,0.713007632457834,0.5739462226412632,0.8683395385742188,100.0,0.029013359147612505,-2.041706401991912,0.0152587890625,31.0,0.005847819725366941,-2.845238368404191,0.0054931640625,24.0
0.6112,1.7392,5.4533,-0.0521,-7.11820002952088,0.03937590008048053,0.9120862531889775,1.5284543799957235,0.001354225862109459,0.4638182382589321,0.0033569668068933324,-1.305902709192816,0.36621510200466134,-1.4006860060248916,0.3339864203608336,1.4830092997088609,0.23854783484122505,2.9727298515898983,0.1793007120215571,-0.434949647683327,0.6799077163206056,subgroup,"Fjob=='services' ∧ Medu in (-0.001, 2.0] ∧ failures in (-0.001, 3.0]",144.12004161083016,"[1, 4, 17, 29, 39, 58, 70, 92, 101, 104, 106, 120, 128, 133, 137, 151, 161, 162, 171, 205, 220, 221, 224, 231, 232, 239, 244, 260, 261, 266, 267]",31,17,0.7315,1.128,3.766,0.1621,0.713007632457834,0.5739462226412632,0.8683395385742188,100.0,0.029013359147612505,-2.041706401991912,0.0152587890625,31.0,0.005847819725366941,-2.845238368404191,0.0054931640625,24.0
0.7431,2.4943,7.4984,1.2582,-8.020742574609498,-0.07002799509167201,0.9039096204478232,1.498589889827035,0.0252917334633356,0.4920096708577797,0.023709091940121392,-1.9153089776140133,0.23681246257146993,1.1010988081007,0.4718662305014092,0.3496588875125608,0.8156533495254035,3.890532400256379,0.15979796991253106,-0.15155115986448087,0.8373790798004586,subgroup,"Fjob=='services' ∧ Pstatus=='T' ∧ health in (0.999, 2.0]",143.4843036949995,"[8, 21, 44, 50, 74, 79, 101, 104, 120, 128, 136, 151, 162, 171, 176, 181, 204, 218, 221, 239]",20,8,0.7824,1.6713,6.3517,0.1016,0.5810718673742895,0.21238834992658362,0.92578125,28.0,0.12299974900560626,-1.2660495951785604,0.421875,16.0,0.06636572273791752,-1.7010225328291129,0.07421875,7.0
