subgroup,n,cookD,indices,term,coef_group,se_group,t_group,p_group,sig_group,coef_global,se_global,t_global,p_global,sig_global
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",Intercept,44.83431477450358,78.86687639121874,0.5684809241347811,0.670917730422416, ,0.47759995760716834,2.458072524135632,0.19429856235633805,0.8466329406586817, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",STUDY HOURS,-8.33832976450958,11.231794109771343,-0.7423862726664007,0.5934479358974902, ,-0.21767156980619262,0.29139487595682234,-0.7469986185976938,0.4581347768279501, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",READING NON-SCIENTIFIC,-13.177730192855961,26.368172300810986,-0.4997589534277529,0.7049555405466535, ,1.6067738281656885,0.45688073681136776,3.5168342604671397,0.0008645377507779656,***
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",READING SCIENTIFIC,5.879014989335246,9.899918277424922,0.5938447999860099,0.6588473525884958, ,0.04487018831489209,0.48207510926217345,0.09307717294005678,0.9261686396586266, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",SEMINAR ATTENDANCE,-11.562098501201035,26.171211386779778,-0.4417869058610545,0.735164289929484, ,0.5026412959879156,0.6254344630477211,0.8036674115119297,0.42492800215409077, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",IMPACT PROJECTS,-4.110813704519387,5.574349596856053,-0.7374517211546789,0.5954779682873024, ,-1.3131798401408386,0.5238858248095167,-2.506614567436152,0.015065948476351622,*
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",CLASS ATTENDANCE,44.83431477663544,78.86687639397536,0.5684809241419422,0.6709177304189706, ,-0.4609221018900449,0.6623693742411245,-0.695868679644379,0.4893387612630137, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",MIDTERM PREP1,-3.519271948634014,5.807231066585944,-0.6060154845367614,0.6531498671917317, ,-0.26790955598690047,0.44994920776997815,-0.5954217750814677,0.553918372066234, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",MIDTERM PREP2,19.526766595481604,38.14469845439141,0.5119129888739121,0.6987944848157481, ,-0.20613103501650443,0.6055200479815381,-0.3404198353194562,0.7347918276411647, 
OCCUPATIONFATHER=='4' ∧ SALARY=='1',16,1195.9562534361853,"[8, 14, 16, 25, 29, 30, 40, 42, 43, 46, 47, 48, 49, 57, 59, 70]",NOTE TAKING,-15.937901499062718,27.054348866750686,-0.5891068226243699,0.6610819004604227, ,-0.19634192388049243,0.4656090471713997,-0.42168837799282527,0.6748386231581394, 
