subgroup,n,cookD,indices,term,coef_group,se_group,t_group,p_group,sig_group,coef_global,se_global,t_global,p_global,sig_global
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",G2,1.5993781986558844,0.6008084957610549,2.662043246625405,0.020713075702693096,*,0.9586432205784376,0.06289422072402141,15.242151179278379,3.613098329719908e-38,***
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",absences,0.5751488099216284,0.26386314458882837,2.1797239277879035,0.04991849529278977,*,0.030804189455871378,0.014461763764324786,2.1300437455534396,0.03408244566409777,*
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",activities,-2.3314832699976975,1.2772362588142123,-1.8254126861088718,0.09291396958227902,.,-0.16791448385354535,0.2379240768504937,-0.7057481784790497,0.4809600527035037, 
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",paid,0.8905069690084275,1.4733255286199833,0.604419696604685,0.5568201557468833, ,0.10008503877574881,0.2495632499843142,0.4010407733592164,0.6887108573558665, 
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",famsup,0.47352278153130456,1.3044863515158043,0.36299558134975835,0.7229217133747627, ,0.03423257749624575,0.25263884666250536,0.13550005451844188,0.8923186188500041, 
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",schoolsup,-0.9949365795793312,2.019361346838158,-0.4926986352081892,0.6311171057603743, ,0.40798861246885565,0.3811701223319091,1.0703583218245893,0.2854246769864805, 
Fjob=='services' ∧ guardian=='father' ∧ higher=='yes',21,226.27192682781703,"[22, 29, 33, 56, 68, 92, 100, 101, 106, 111, 112, 120, 136, 137, 151, 161, 171, 193, 210, 231, 266]",studytime,-1.3067876599450816,0.7455522062694698,-1.7527782078251415,0.10512511054829472, ,-0.08402444003457177,0.15008908452667222,-0.5598304520249096,0.5760644464144824, 
"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ guardian=='father'",21,211.98563161794172,"[22, 29, 33, 56, 68, 92, 100, 101, 104, 106, 111, 112, 120, 136, 137, 151, 161, 171, 210, 231, 266]",Intercept,-7.994957983423802,3.506183862306292,-2.280244932210968,0.041659828154062974,*,-1.8264506466315993,0.5139336894978452,-3.553864406935823,0.00044877136870704194,***
"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ guardian=='father'",21,211.98563161794172,"[22, 29, 33, 56, 68, 92, 100, 101, 104, 106, 111, 112, 120, 136, 137, 151, 161, 171, 210, 231, 266]",G1,0.38287628893012027,0.5541909188391184,0.690874346573819,0.5027901967371728, ,0.1789699321773739,0.07176120469458584,2.493964990402072,0.013237879968477698,*
"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ guardian=='father'",21,211.98563161794172,"[22, 29, 33, 56, 68, 92, 100, 101, 104, 106, 111, 112, 120, 136, 137, 151, 161, 171, 210, 231, 266]",G2,1.4761103619496794,0.6108040545767662,2.4166675890396547,0.032514666957442,*,0.9586432205784376,0.06289422072402141,15.242151179278379,3.613098329719908e-38,***
"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ guardian=='father'",21,211.98563161794172,"[22, 29, 33, 56, 68, 92, 100, 101, 104, 106, 111, 112, 120, 136, 137, 151, 161, 171, 210, 231, 266]",absences,0.5368912124408209,0.2651679407988798,2.0247214305896555,0.06573649406690418,.,0.030804189455871378,0.014461763764324786,2.1300437455534396,0.03408244566409777,*
"Dalc in (0.999, 2.0] ∧ Fjob=='services' ∧ guardian=='father'",21,211.98563161794172,"[22, 29, 33, 56, 68, 92, 100, 101, 104, 106, 111, 112, 120, 136, 137, 151, 161, 171, 210, 231, 266]",activities,-2.4461116429154757,1.246042488881589,-1.9631045207062185,0.0732345044127078,.,-0.16791448385354535,0.2379240768504937,-0.7057481784790497,0.4809600527035037, 
