r2,mae,mse,mean_residual,intercept,coef__nr_distinct_files_viewed,pval__nr_distinct_files_viewed,coef__total_course_activities,pval__total_course_activities,coef__nightly_activities,pval__nightly_activities,coef__distinct_days,pval__distinct_days,coef__logged_in_weekly,pval__logged_in_weekly,coef__nr_files_viewed,pval__nr_files_viewed,coef__nr_slides_viewed,pval__nr_slides_viewed,model_type,description,cookD,n_train,n_test,global_baseline_r2,global_baseline_mae,global_baseline_mse,global_baseline_mean_residual,mean_baseline_r2,mean_baseline_mae,mean_baseline_mse,mean_baseline_mean_residual,ttest_p,ttest_stat,wilcoxon_p,wilcoxon_stat,ttest_p_mean,ttest_stat_mean,wilcoxon_p_mean,wilcoxon_stat_mean,ttest_p_mean_global,ttest_stat_mean_global,wilcoxon_p_mean_global,wilcoxon_stat_mean_global
-0.1595,1.7529,4.9007,-0.4164,6.538474046997607,0.06137955777860955,0.0009933860403476351,0.01201982517716151,0.017348733714615348,0.0005388987811518345,0.8374850744607472,-0.0428949992446222,0.20987853120320513,-0.05651156973020455,0.8517628078498826,-0.0537200986850134,0.019268831411329835,-3.212862901683013e-05,0.9980177363632734,subgroup,course_repeater==np.False_ ∧ croho=='B Computer Science & Engineering' ∧ type_vooropleiding=='BUITENL_SL',73.22867931780365,156,74,-0.0873,1.835,4.5953,0.8118,-0.03135703454961303,1.681410256410257,4.359106973097355,-0.3640505890505865,0.6545837798360219,0.3993075334905094,0.19067112317295482,1225.0,0.8521971015790113,1.0534575122223995,0.46672613124338985,1372.0,0.656598407530516,0.4048069399903469,0.8151338129903167,1554.0
-0.0806,1.2091,2.2086,-0.4244,3.7643268019566563,0.08512719753686387,0.03347771906910505,0.007284534995924519,0.44453646807759906,-0.00210362168241026,0.7453867512555259,-0.015461503539732734,0.7490513589028158,-0.8935093243226162,0.10629568847320431,-0.030458189219968512,0.464910823681296,-0.018943740735290253,0.5009584283531314,subgroup,croho=='B Psychology & Technology',70.19515274959349,73,36,-0.8877,1.6889,3.858,-1.4204,-0.03661426135729173,1.198592085235921,2.118620389483122,-0.273554033485541,0.001577092011042971,-3.1709632907111986,0.0004955305776093155,130.0,0.5909323885784081,0.23168073143430648,0.5647147620475153,343.0,0.9948637387547726,2.7129909204876097,0.9974402774096234,507.0
-0.0793,1.2079,2.2059,-0.4264,3.8313764969932027,0.08338506055472598,0.04052983963795113,0.007350781787234004,0.4437885031541353,-0.002244580048135463,0.7315016407505404,-0.017491229514906254,0.7219381959821181,-0.8907594685011699,0.10991771353387413,-0.03025661325583376,0.4710722511167974,-0.01832851197949048,0.5189877870208819,subgroup,croho=='B Psychology & Technology' ∧ double_major==False,68.56716118134331,72,36,-0.8877,1.6889,3.858,-1.4204,-0.04162340726757896,1.2046296296296297,2.128858024691358,-0.2916666666666667,0.001576254133249417,-3.1711626481708284,0.0004078683559782803,127.0,0.5792420274826873,0.20144616264193935,0.5216543385613477,336.0,0.9950863041116355,2.7307978007487548,0.9978226874372922,510.0
0.0684,1.4273,2.7236,0.1217,4.3970472882564025,0.01464031924887982,0.7722552550427115,0.0014931065064897747,0.820727654995307,-0.011337570476547506,0.06258151426352691,-0.0076166688534622246,0.8855428762267222,0.6222983582495929,0.3052408257124127,0.0050331553183835896,0.8857476811689484,-0.005743845214507395,0.9300962323867027,subgroup,croho=='B Electrical Engineering' ∧ origin=='ORIGIN_N' ∧ sex=='SEX_M',67.1864834752639,70,43,0.0013,1.4406,2.9194,-0.6392,-0.002350301675583033,1.3705980066445185,2.9302456098718563,0.08289036544850524,0.3188761909158611,-0.47428634639480527,0.28088308703354414,424.0,0.24997207488998646,-0.6804651768650058,0.5828332103354796,490.0,0.48823619371202087,-0.029667972208742094,0.587493508394914,491.0
-0.4803,1.4387,3.6087,-0.6574,3.404971113818982,0.09437254064291892,0.00026116921052340877,0.0008463464979054382,0.8405013707285618,0.0023425546954498723,0.5668420606713174,0.001262835051693974,0.9679674110305341,-0.8871411526040851,0.015892193709355556,0.0035823232439007556,0.836167718885579,-0.050874899188901965,0.005253518414776007,subgroup,croho=='B Mechanical Engineering' ∧ sex=='SEX_M' ∧ type_vooropleiding=='VWO',64.08604486651573,102,47,-0.4224,1.5003,3.4676,-1.0502,-0.14257150151415976,1.3059449311639553,2.7854227711109476,-0.5895494367959954,0.6233433575820373,0.31615730584705964,0.1380975292605413,460.0,0.8457403117167986,1.0297332740467091,0.683407680391916,609.0,0.9367301402677866,1.5560942839314607,0.8710415649828107,671.0
-0.0628,1.7024,4.5445,-0.2761,5.669880222062678,0.0688072841558903,0.0001334982631350468,0.011157180475472157,0.024704084064109757,-0.00025140402957989604,0.9224806861550923,-0.018480124959246412,0.5772567101700434,-0.17056216439600225,0.5603241652611286,-0.05096484095953123,0.02216419476307394,-0.002292961682082045,0.8560249378606924,subgroup,croho=='B Computer Science & Engineering' ∧ type_vooropleiding=='BUITENL_SL',60.94840107413981,169,77,-0.0571,1.8195,4.5201,0.8039,-0.012686403343814545,1.715330823023131,4.330082407351411,-0.23290555598247992,0.5153587879561494,0.038635353682379116,0.08639400923265467,1233.0,0.6798444113345317,0.4691420538867475,0.2473289160162503,1367.0,0.6426891382991973,0.3670231380439756,0.80806438186924,1673.0
-0.0568,1.6711,4.385,-0.226,5.669880222062678,0.0688072841558903,0.0001334982631350468,0.011157180475472157,0.024704084064109757,-0.00025140402957989604,0.9224806861550923,-0.018480124959246412,0.5772567101700434,-0.17056216439600225,0.5603241652611286,-0.05096484095953123,0.02216419476307394,-0.002292961682082045,0.8560249378606924,subgroup,croho=='B Computer Science & Engineering' ∧ double_major==False ∧ type_vooropleiding=='BUITENL_SL',60.94840107413981,169,76,-0.0731,1.8026,4.4528,0.8553,-0.008175977433966919,1.6861180317658053,4.183265287224574,-0.1841871691061983,0.4574733689579775,-0.10716183082977147,0.05656615530225326,1157.0,0.6678758558744573,0.4357796851965019,0.2171718653045323,1312.0,0.6976448260251511,0.519833839345143,0.8557362208088537,1668.0
-0.0377,1.6862,4.4268,-0.2072,6.2423438377883365,0.07583983736611229,0.0017061351403870825,0.012576197820447154,0.015312328897066654,-0.0045918487216491935,0.15906345804286265,-0.04389848813572906,0.23896709853084502,0.1385312207762039,0.6932672851138337,-0.05670842503820889,0.01885569891145998,-0.0025583046443178083,0.8598088979191674,subgroup,course_repeater==np.False_ ∧ croho=='B Computer Science & Engineering' ∧ sex=='SEX_M',60.24537328942285,144,71,0.0155,1.7685,4.1997,0.6134,-0.010511548992169883,1.7334311424100157,4.310708762606503,-0.21175665101721394,0.6465248361173803,0.3774917569363874,0.19346308267936752,1127.0,0.5981181978208773,0.24942358157491792,0.22130360072091076,1144.0,0.4112976796786765,-0.2250509191323631,0.7243799612235162,1382.0
-0.7042,1.4611,3.8409,-0.4739,3.9468508648270344,0.09005458587163183,0.00021240488553031956,-0.0013934081897584777,0.7110217529668884,0.0061015602117925356,0.06507377810711037,-0.007425629172801946,0.7935643715737678,-0.7009060418178172,0.044581509538919296,0.00977698373557074,0.5430669745899097,-0.04463330176551231,0.007775650014047331,subgroup,croho=='B Mechanical Engineering' ∧ origin=='ORIGIN_N' ∧ type_vooropleiding=='VWO',59.67222647872021,113,51,-0.3965,1.4275,3.1474,-0.9677,-0.12441183974244097,1.2653999652958525,2.5342539606491816,-0.5295332292208915,0.8581709364007941,1.083786365670459,0.2711709727247248,598.0,0.9449573907228279,1.6267109706785896,0.747139790532299,734.0,0.9344715978152762,1.5351271728580755,0.8108697440145094,757.0
-0.6042,1.458,3.7796,-0.5021,4.01697300832946,0.08837716671856799,0.00024356213326353067,-0.00137614921349668,0.71371139190387,0.006044155584372442,0.06677384558579084,-0.008655615350351947,0.7592467294626489,-0.7059720244483534,0.042484798569352694,0.01002799935062039,0.5315816982262304,-0.04435178509803308,0.007967285859973895,subgroup,croho=='B Mechanical Engineering' ∧ type_vooropleiding=='VWO',57.744634200764715,114,52,-0.3761,1.4547,3.2423,-1.0037,-0.1429075624732674,1.303744939271255,2.692811101640741,-0.5802631578947369,0.8011433105379557,0.8528805350986921,0.22214142819629584,605.0,0.9100636317014945,1.359806243019546,0.6755697720676512,739.0,0.9135382646383856,1.382235138097572,0.758421061763017,766.0
-0.6042,1.458,3.7796,-0.5021,4.01697300832946,0.08837716671856799,0.00024356213326353067,-0.00137614921349668,0.71371139190387,0.006044155584372442,0.06677384558579084,-0.008655615350351947,0.7592467294626489,-0.7059720244483534,0.042484798569352694,0.01002799935062039,0.5315816982262304,-0.04435178509803308,0.007967285859973895,subgroup,croho=='B Mechanical Engineering' ∧ double_major==False ∧ type_vooropleiding=='VWO',57.744634200764715,114,52,-0.3761,1.4547,3.2423,-1.0037,-0.1429075624732674,1.303744939271255,2.692811101640741,-0.5802631578947369,0.8011433105379557,0.8528805350986921,0.22214142819629584,605.0,0.9100636317014945,1.359806243019546,0.6755697720676512,739.0,0.9135382646383856,1.382235138097572,0.758421061763017,766.0
-0.1727,1.3042,2.8007,-0.2166,4.11405060917582,0.07905987472078663,5.941317209280233e-05,0.004541128062061475,0.2322676819948302,0.0007966252003942659,0.8078828142380416,-0.018848849714228205,0.44651685986505074,-0.7618354575485621,0.02050867690039134,-0.014043473305956466,0.3841780440039696,-0.03513631080284921,0.014939148602872316,subgroup,croho=='B Mechanical Engineering' ∧ origin=='ORIGIN_N' ∧ sex=='SEX_M',54.42097253540329,136,59,-0.2643,1.3902,3.0194,-0.787,-0.028293504451057494,1.2112911266201394,2.4558047548530872,-0.2599451645064806,0.19917186799494507,-0.8508646245037871,0.09201577367193486,709.0,0.7902781232811825,0.8131743035047719,0.6773949538099544,946.0,0.9249634975214598,1.4585877593601562,0.8647701407067494,1031.0
0.1393,1.7233,4.4794,0.2973,2.433988645304037,0.11576922004359329,0.00017496741863760708,-0.0014562563964167531,0.7843378958149447,-0.003451315330013337,0.36162611562649216,0.09281610302366958,0.02374014422544897,0.15180362446367557,0.7788018074656345,-0.013345970481295016,0.6229331072263125,-0.021105211424295042,0.2796825987782055,subgroup,course_repeater==np.False_ ∧ croho=='B Data Science (joint degree)' ∧ double_major==False,53.52004932395106,86,39,0.0668,1.8524,4.8571,-0.1101,-0.002999949753071496,1.8941264162194387,5.2203081013992305,0.12495527728085787,0.2803705247370169,-0.5869011410229362,0.30228291764979076,352.0,0.18405378151082907,-0.9108669552019864,0.2469639324954187,340.0,0.24079310731901316,-0.7107382940939379,0.046439338746495196,269.0
0.1402,1.7258,4.475,0.2768,2.4211366143098756,0.11531887125645092,0.0001534261839842544,-0.0011893586257254478,0.81989680425453,-0.0031789119307969677,0.3874697282714874,0.09271829295911377,0.021804671608180802,0.1408362361548201,0.7918114588040388,-0.014423439921643999,0.5893327491647045,-0.021152441448951988,0.27287533339479075,subgroup,course_repeater==np.False_ ∧ croho=='B Data Science (joint degree)',52.777564609146275,88,39,0.0668,1.8524,4.8571,-0.1101,-0.002951924111060711,1.8939976689976685,5.22005814261496,0.12395104895104947,0.2734788658623857,-0.6077663749289787,0.31200483525208256,354.0,0.18202271991413937,-0.9187038496590647,0.2558017710380227,342.0,0.24091147357584786,-0.7103519707519325,0.04506937263067812,268.0
