r2,mae,mse,mean_residual,intercept,coef__total_attended_labsessions,pval__total_attended_labsessions,coef__active_minutes,pval__active_minutes,coef__nr_distinct_files_viewed,pval__nr_distinct_files_viewed,coef__total_course_activities,pval__total_course_activities,coef__distinct_days,pval__distinct_days,coef__nr_files_viewed,pval__nr_files_viewed,coef__nr_practice_exams_viewed,pval__nr_practice_exams_viewed,model_type,description,cookD,n_train,n_test,global_baseline_r2,global_baseline_mae,global_baseline_mse,global_baseline_mean_residual,mean_baseline_r2,mean_baseline_mae,mean_baseline_mse,mean_baseline_mean_residual,ttest_p,ttest_stat,wilcoxon_p,wilcoxon_stat,ttest_p_mean,ttest_stat_mean,wilcoxon_p_mean,wilcoxon_stat_mean,ttest_p_mean_global,ttest_stat_mean_global,wilcoxon_p_mean_global,wilcoxon_stat_mean_global
0.4549,0.9095,1.121,0.0683,0.6164964775494101,0.008428527712304623,0.919813343182849,8.58498230079214e-05,0.10261077625777601,0.0727545655289006,0.15092128620579556,0.04379145807189859,1.5404484567480783e-05,-0.07269513884792889,0.14672775416468284,-0.21166909192093442,1.7159577731168094e-05,0.13854010379619988,0.02810283197127206,subgroup,"GPA in (1.399, 5.6] ∧ course_repeater==np.False_ ∧ origin=='ORIGIN_N'",61.35071021805537,73,30,0.0416,1.1543,1.9708,-0.7974,-0.045799446896427565,1.1089041095890408,2.1506400825670853,-0.30689497716894937,0.026204183266618455,-2.0227265675774997,0.06467653810977936,158.0,0.10863256556417325,-1.2612657691993907,0.4039152078330517,220.0,0.3853539661811592,-0.2941903679695026,0.6868268558755517,256.0
-0.1962,0.7258,0.8794,-0.1602,7.227045806262606,0.0418425682499147,0.17640164013071816,-2.1704309006030447e-05,0.47791499575161167,0.0004721630275832944,0.9874949784813964,0.00562587381624427,0.35958489176687225,-0.02834113554275483,0.17615035912198237,-0.026068940216756237,0.3484254577522844,0.07393030857519858,0.0034260083350629543,subgroup,"ECTS=='15' ∧ GPA in (6.3, 7.0]",46.10493008275461,81,30,-0.2951,0.7438,0.9521,0.2497,-0.023382974292834202,0.6851851851851851,0.7523456790123455,-0.13111111111111032,0.3766484822715237,-0.31728969870592133,0.435603897087276,224.0,0.9697375821091733,1.9530418558007436,0.9240565402433276,302.0,0.8109838638472326,0.895234986917196,0.6868268558755517,256.0
-0.1962,0.7258,0.8794,-0.1602,7.227045806262606,0.0418425682499147,0.17640164013071816,-2.1704309006030447e-05,0.47791499575161167,0.0004721630275832944,0.9874949784813964,0.00562587381624427,0.35958489176687225,-0.02834113554275483,0.17615035912198237,-0.026068940216756237,0.3484254577522844,0.07393030857519858,0.0034260083350629543,subgroup,"ECTS=='15' ∧ GPA in (6.3, 7.0] ∧ course_repeater==np.False_",46.10493008275461,81,30,-0.2951,0.7438,0.9521,0.2497,-0.023382974292834202,0.6851851851851851,0.7523456790123455,-0.13111111111111032,0.3766484822715237,-0.31728969870592133,0.435603897087276,224.0,0.9697375821091733,1.9530418558007436,0.9240565402433276,302.0,0.8109838638472326,0.895234986917196,0.6868268558755517,256.0
-0.0287,0.8646,1.0279,-0.3085,5.97695448079184,0.05872583886491602,0.08463033548100388,7.859817982454835e-06,0.8691965030302048,0.056499433413240846,0.07205386942416879,0.0007428741080707578,0.9193954631074803,0.015720613922188327,0.5167310612293177,-0.018377936189123836,0.5662017341790235,0.0500574466230565,0.08098724749861239,subgroup,ECTS=='15' ∧ origin=='ORIGIN_R',44.07089848473238,81,24,-0.0227,0.8368,1.0218,0.2218,-0.13455657492354756,0.8916666666666666,1.1336111111111113,-0.36666666666666714,0.5101784385808116,0.025795292518544476,0.472053587436676,147.0,0.21436325863473932,-0.8055957848687992,0.27283477783203125,128.0,0.36643949537674025,-0.34547244260925264,0.42766785621643066,143.0
-0.4275,0.9625,1.2617,0.5805,0.3893338844302283,0.0720175377221981,0.11257754078457746,8.854776921384051e-05,0.10552659220225694,0.06680226408461257,0.12842255807615682,0.0294493523163652,0.00020901282372077682,-0.0044551524728303,0.9061324816597796,-0.14469526421220374,9.249017819027051e-05,0.08175594950061615,0.09432333191258414,subgroup,ECTS=='5' ∧ origin=='ORIGIN_N',42.61078499723,71,27,-0.2242,0.8341,1.082,-0.4672,-0.262389421086898,0.9092331768388109,1.115820641113242,0.4815858111632763,0.68477053319667,0.48682830992842413,0.6691597700119019,207.0,0.6859909712690726,0.4903226334413664,0.5796084329485893,197.0,0.46171172981672026,-0.0970595180995127,0.39287085831165314,177.0
-0.426,0.9619,1.2604,0.5798,0.39594711188328535,0.07198678089538418,0.115719564284954,8.849709253764071e-05,0.10868745432050501,0.06681094583429474,0.13147267606049018,0.029407875925161517,0.000284900351618122,-0.004450644466939303,0.9069765197688011,-0.144530329945268,0.00012324153567285536,0.08176798584047884,0.09695653714507146,subgroup,ECTS=='5' ∧ course_repeater==np.False_ ∧ origin=='ORIGIN_N',42.56565848964692,70,27,-0.2242,0.8341,1.082,-0.4672,-0.22694952181630113,0.895502645502646,1.0844954648526086,0.4478835978835989,0.6836136849605032,0.48352169359342284,0.6691597700119019,207.0,0.7201161775433367,0.5907818477205063,0.6252012401819229,202.0,0.4971306014516795,-0.007262056997668658,0.42965641617774963,181.0
0.0484,0.8204,0.9572,-0.2744,5.646692001988714,0.05241511086614897,0.12083196322121606,1.1782903935705262e-06,0.9801280582718372,0.06868549241684128,0.03205060236261277,0.002485053706973661,0.734500820411177,0.010349713345736193,0.668135352023131,-0.02724320991252488,0.39643393459160714,0.059390710488537723,0.04061446807643847,subgroup,ECTS=='15' ∧ course_repeater==np.False_ ∧ origin=='ORIGIN_R',41.16954958119105,80,23,-0.0421,0.8452,1.0482,0.2594,-0.11551512873520053,0.874782608695652,1.1220521739130436,-0.3408695652173912,0.3469123074316704,-0.39888319952992873,0.31103384494781494,121.0,0.15509384410953597,-1.0387847825622407,0.22260022163391113,112.0,0.41456549852829633,-0.21839960417735743,0.5533941984176636,142.0
-0.509,0.9645,1.5663,0.1297,0.9086163499256154,0.03179738858816834,0.5987299914627937,-2.1480074098293545e-05,0.5133052125710207,0.06357938950713475,0.09764695071244654,0.024273865052099143,0.0001058628097196947,0.014497384066052776,0.6330900409375484,-0.11467439978864344,8.418371243734559e-05,0.04940447211420096,0.27831049895550775,subgroup,ECTS=='5' ∧ sex=='SEX_M',34.833083593675724,80,46,-0.8758,1.0621,1.947,-0.6446,-0.1169913176501658,0.8710869565217393,1.159438043478261,0.34847826086956507,0.09634901243770103,-1.3224575700135393,0.15636785549126841,447.0,0.9173079405575423,1.4101030319676597,0.7021590242901681,589.0,0.9727993971037832,1.9751785661436128,0.8513613851564514,636.0
-0.4979,0.9628,1.5724,0.1112,0.9678225330300823,0.030550982943355523,0.6158689782465824,-2.1225314664852267e-05,0.5209617875237897,0.06370479048714607,0.0990823189309869,0.02394464939071973,0.00016652805935110082,0.014384578534401504,0.6378208354572368,-0.11347094411789038,0.00012039078682364365,0.05004700594598058,0.275478377402635,subgroup,ECTS=='5' ∧ course_repeater==np.False_ ∧ sex=='SEX_M',34.6206400147899,79,45,-0.8955,1.0823,1.9898,-0.6556,-0.08751417490214486,0.858424753867792,1.1415945094269082,0.3030942334739806,0.07914487894583773,-1.4352392278332031,0.12380779480014326,414.0,0.92853782625164,1.4916577597591028,0.734549831615567,573.0,0.980316310061636,2.1235506670259174,0.8852186601976939,624.0
0.1745,0.7372,0.8017,-0.0774,4.466391918277916,0.06844720292689023,0.008854590615905742,-2.214487622653838e-05,0.3156335793177867,0.0827388440310978,0.0014551817620162405,0.002116583795812182,0.6252164657291939,0.03488131003859529,0.030078534571416016,-0.02128186744941421,0.2517076837220378,0.030397090351215184,0.15938483999058223,subgroup,ECTS=='15' ∧ croho=='B Computer Science & Engineering',34.070974459559366,164,55,-0.1288,0.8631,1.0964,0.6085,-0.012308253196832153,0.7912860310421285,0.9831805472932775,-0.10933481152993313,0.05898727756415687,-1.5886650903168564,0.02130010181259493,528.0,0.07463806398064639,-1.4629551367077787,0.21060013976927294,674.0,0.6774456429239122,0.4631631731566912,0.8638081791421668,901.0
0.1098,0.7147,0.746,-0.0427,4.466391918277916,0.06844720292689023,0.008854590615905742,-2.214487622653838e-05,0.3156335793177867,0.0827388440310978,0.0014551817620162405,0.002116583795812182,0.6252164657291939,0.03488131003859529,0.030078534571416016,-0.02128186744941421,0.2517076837220378,0.030397090351215184,0.15938483999058223,subgroup,ECTS=='15' ∧ course_repeater==np.False_ ∧ croho=='B Computer Science & Engineering',34.070974459559366,164,54,-0.3065,0.859,1.0949,0.6399,-0.003864675622592406,0.7514905149051491,0.841294368431489,-0.05691056910569069,0.029390957877369884,-1.9314543387870455,0.010877366744299717,476.0,0.14959322368226638,-1.048455656694315,0.27766239388407665,674.0,0.8906727692760159,1.2448741674779427,0.9138293940748128,901.0
0.4157,0.8275,1.1785,-0.2416,3.5935089804285614,0.04440036861388613,0.2715318740582531,-4.028473734282473e-05,0.43683677550845235,0.08069230000937355,0.040418107318044016,0.006927798813939942,0.3439865521847535,0.05763188266751895,0.0397914994196285,-0.05245907099463187,0.09782931705222606,0.07102461326347323,0.04538745528319591,subgroup,croho=='B Computer Science & Engineering' ∧ origin=='ORIGIN_R',33.217241953067976,72,22,0.4354,0.9404,1.1387,0.3522,-0.08865067391515757,0.9483585858585858,2.1957679222783386,-0.42285353535353515,0.544477648085897,0.11307549233347568,0.1451115608215332,93.0,0.19322719504477598,-0.8844757077660144,0.3511924743652344,114.0,0.22874576123798546,-0.7569459592584006,0.758704423904419,148.0
-0.0233,0.7312,0.8766,0.2066,2.715040475413778,0.09198476584928,0.04131826779803919,-7.282946612559315e-05,0.39071920956411244,0.0254484774556367,0.5222966066006027,0.015780700750642293,0.02961231994723477,0.001972186929811888,0.9558377200870749,-0.06177654329977546,0.05122584196484537,0.038673987029782336,0.5496239145380871,subgroup,course_repeater==np.False_ ∧ croho=='B Industrial Design',31.449380440299883,93,32,-0.4622,0.8678,1.2525,-0.3072,-0.13135982858664974,0.8223454301075268,0.9691577422245344,0.335450268817204,0.08773734425849526,-1.3865362679174218,0.21597232948988676,221.0,0.29488194896515435,-0.5448372826821994,0.2105629900470376,220.0,0.7695098195495094,0.7465156383638161,0.5622769985347986,272.0
-0.0103,0.7019,0.8326,0.1179,2.9820636329446724,0.07762281551727211,0.06095087996265246,-0.00010194945380234485,0.2000846398448208,0.02030211366612656,0.5651804064565711,0.014553618840704358,0.01998093953088162,0.003992082671312805,0.8969436147026577,-0.05449896247854316,0.042226709441268745,0.04931836348984653,0.4043626196461543,subgroup,croho=='B Industrial Design',30.48491366500163,113,40,-0.5228,0.8751,1.2549,-0.3581,-0.14463521848024063,0.8122345132743367,0.9432867295794509,0.34524336283185947,0.030220319739224608,-1.9336272462371416,0.054399574884882895,290.0,0.2409197206602408,-0.7101446011373349,0.12674583954776608,324.0,0.8226134352053326,0.9365117507819434,0.705012232806439,450.0
