subgroup,term,coef,p,significant
#25,nr_slides_viewed,-0.050874899188901965,0.005253518414776007,yes
#26,const,5.669880222062678,1.6235432800694125e-16,yes
#26,nr_distinct_files_viewed,0.0688072841558903,0.0001334982631350468,yes
#26,total_course_activities,0.011157180475472157,0.024704084064109757,yes
#26,nightly_activities,-0.00025140402957989604,0.9224806861550923,no
#26,distinct_days,-0.018480124959246412,0.5772567101700434,no
#26,logged_in_weekly,-0.17056216439600225,0.5603241652611286,no
#26,nr_files_viewed,-0.05096484095953123,0.02216419476307394,yes
#26,nr_slides_viewed,-0.002292961682082045,0.8560249378606924,no
#27,const,5.669880222062678,1.6235432800694125e-16,yes
#27,nr_distinct_files_viewed,0.0688072841558903,0.0001334982631350468,yes
#27,total_course_activities,0.011157180475472157,0.024704084064109757,yes
#27,nightly_activities,-0.00025140402957989604,0.9224806861550923,no
#27,distinct_days,-0.018480124959246412,0.5772567101700434,no
#27,logged_in_weekly,-0.17056216439600225,0.5603241652611286,no
#27,nr_files_viewed,-0.05096484095953123,0.02216419476307394,yes
#27,nr_slides_viewed,-0.002292961682082045,0.8560249378606924,no
#28,const,6.2423438377883365,1.7051774106921626e-14,yes
#28,nr_distinct_files_viewed,0.07583983736611229,0.0017061351403870825,yes
#28,total_course_activities,0.012576197820447154,0.015312328897066654,yes
#28,nightly_activities,-0.0045918487216491935,0.15906345804286265,no
#28,distinct_days,-0.04389848813572906,0.23896709853084502,no
#28,logged_in_weekly,0.1385312207762039,0.6932672851138337,no
#28,nr_files_viewed,-0.05670842503820889,0.01885569891145998,yes
#28,nr_slides_viewed,-0.0025583046443178083,0.8598088979191674,no
#29,const,3.9468508648270344,4.897013453056589e-10,yes
#29,nr_distinct_files_viewed,0.09005458587163183,0.00021240488553031956,yes
#29,total_course_activities,-0.0013934081897584777,0.7110217529668884,no
#29,nightly_activities,0.0061015602117925356,0.06507377810711037,yes
#29,distinct_days,-0.007425629172801946,0.7935643715737678,no
#29,logged_in_weekly,-0.7009060418178172,0.044581509538919296,yes
#29,nr_files_viewed,0.00977698373557074,0.5430669745899097,no
#29,nr_slides_viewed,-0.04463330176551231,0.007775650014047331,yes
#30,const,4.01697300832946,1.3351337263143685e-10,yes
#30,nr_distinct_files_viewed,0.08837716671856799,0.00024356213326353067,yes
#30,total_course_activities,-0.00137614921349668,0.71371139190387,no
#30,nightly_activities,0.006044155584372442,0.06677384558579084,yes
#30,distinct_days,-0.008655615350351947,0.7592467294626489,no
#30,logged_in_weekly,-0.7059720244483534,0.042484798569352694,yes
#30,nr_files_viewed,0.01002799935062039,0.5315816982262304,no
#30,nr_slides_viewed,-0.04435178509803308,0.007967285859973895,yes
#31,const,4.01697300832946,1.3351337263143685e-10,yes
#31,nr_distinct_files_viewed,0.08837716671856799,0.00024356213326353067,yes
#31,total_course_activities,-0.00137614921349668,0.71371139190387,no
